"","HomeTeam","AwayTeam","FTHG","FTAG","FTR","Season","Match_Date","Home_Win","Away_Win","Draw"
"2627","Sheffield Weds","Middlesbrough",1,0,"H","1999-00",1999-12-26,1,0,0
"2628","Southampton","Chelsea",1,2,"A","1999-00",1999-12-26,0,1,0
"2629","Tottenham","Watford",4,0,"H","1999-00",1999-12-26,1,0,0
"2630","Wimbledon","West Ham",2,2,"D","1999-00",1999-12-26,0,0,1
"2631","Arsenal","Leeds",2,0,"H","1999-00",1999-12-28,1,0,0
"2632","Bradford","Everton",0,0,"D","1999-00",1999-12-28,0,0,1
"2633","Leicester","Newcastle",1,2,"A","1999-00",1999-12-28,0,1,0
"2634","Liverpool","Wimbledon",3,1,"H","1999-00",1999-12-28,1,0,0
"2635","Sunderland","Man United",2,2,"D","1999-00",1999-12-28,0,0,1
"2636","Watford","Southampton",3,2,"H","1999-00",1999-12-28,1,0,0
"2637","West Ham","Derby",1,1,"D","1999-00",1999-12-28,0,0,1
"2638","Aston Villa","Tottenham",1,1,"D","1999-00",1999-12-29,0,0,1
"2639","Chelsea","Sheffield Weds",3,0,"H","1999-00",1999-12-29,1,0,0
"2640","Derby","Watford",2,0,"H","1999-00",2000-01-03,1,0,0
"2641","Everton","Leicester",2,2,"D","1999-00",2000-01-03,0,0,1
"2642","Leeds","Aston Villa",1,2,"A","1999-00",2000-01-03,0,1,0
"2643","Newcastle","West Ham",2,2,"D","1999-00",2000-01-03,0,0,1
"2644","Sheffield Weds","Arsenal",1,1,"D","1999-00",2000-01-03,0,0,1
"2645","Southampton","Bradford",1,0,"H","1999-00",2000-01-03,1,0,0
"2646","Tottenham","Liverpool",1,0,"H","1999-00",2000-01-03,1,0,0
"2647","Wimbledon","Sunderland",1,0,"H","1999-00",2000-01-03,1,0,0
"2648","Coventry","Chelsea",2,2,"D","1999-00",2000-01-04,0,0,1
"2649","Bradford","Chelsea",1,1,"D","1999-00",2000-01-08,0,0,1
"2650","Chelsea","Tottenham",1,0,"H","1999-00",2000-01-12,1,0,0
"2651","Arsenal","Sunderland",4,1,"H","1999-00",2000-01-15,1,0,0
"2652","Chelsea","Leicester",1,1,"D","1999-00",2000-01-15,0,0,1
"2653","Coventry","Wimbledon",2,0,"H","1999-00",2000-01-15,1,0,0
"2654","Everton","Tottenham",2,2,"D","1999-00",2000-01-15,0,0,1
"2655","Middlesbrough","Derby",1,4,"A","1999-00",2000-01-15,0,1,0
"2656","Sheffield Weds","Bradford",2,0,"H","1999-00",2000-01-15,1,0,0
"2657","Watford","Liverpool",2,3,"A","1999-00",2000-01-15,0,1,0
"2658","West Ham","Aston Villa",1,1,"D","1999-00",2000-01-15,0,0,1
"2659","Newcastle","Southampton",5,0,"H","1999-00",2000-01-16,1,0,0
"2660","Aston Villa","Chelsea",0,0,"D","1999-00",2000-01-22,0,0,1
"2661","Bradford","Watford",3,2,"H","1999-00",2000-01-22,1,0,0
"2662","Derby","Coventry",0,0,"D","1999-00",2000-01-22,0,0,1
"2663","Leicester","West Ham",1,3,"A","1999-00",2000-01-22,0,1,0
"2664","Liverpool","Middlesbrough",0,0,"D","1999-00",2000-01-22,0,0,1
"2665","Southampton","Everton",2,0,"H","1999-00",2000-01-22,1,0,0
"2666","Tottenham","Sheffield Weds",0,1,"A","1999-00",2000-01-22,0,1,0
"2667","Wimbledon","Newcastle",2,0,"H","1999-00",2000-01-22,1,0,0
"2668","Sunderland","Leeds",1,2,"A","1999-00",2000-01-23,0,1,0
"2669","Man United","Arsenal",1,1,"D","1999-00",2000-01-24,0,0,1
"2670","Man United","Middlesbrough",1,0,"H","1999-00",2000-01-29,1,0,0
"2671","Sheffield Weds","Man United",0,1,"A","1999-00",2000-02-02,0,1,0
"2672","Aston Villa","Watford",4,0,"H","1999-00",2000-02-05,1,0,0
"2673","Bradford","Arsenal",2,1,"H","1999-00",2000-02-05,1,0,0
"2674","Derby","Sheffield Weds",3,3,"D","1999-00",2000-02-05,0,0,1
"2675","Leicester","Middlesbrough",2,1,"H","1999-00",2000-02-05,1,0,0
"2676","Liverpool","Leeds",3,1,"H","1999-00",2000-02-05,1,0,0
"2677","Man United","Coventry",3,2,"H","1999-00",2000-02-05,1,0,0
"2678","Southampton","West Ham",2,1,"H","1999-00",2000-02-05,1,0,0
"2679","Sunderland","Newcastle",2,2,"D","1999-00",2000-02-05,0,0,1
"2680","Tottenham","Chelsea",0,1,"A","1999-00",2000-02-05,0,1,0
"2681","Wimbledon","Everton",0,3,"A","1999-00",2000-02-06,0,1,0
"2682","Chelsea","Wimbledon",3,1,"H","1999-00",2000-02-12,1,0,0
"2683","Coventry","Sunderland",3,2,"H","1999-00",2000-02-12,1,0,0
"2684","Everton","Derby",2,1,"H","1999-00",2000-02-12,1,0,0
"2685","Leeds","Tottenham",1,0,"H","1999-00",2000-02-12,1,0,0
"2686","Newcastle","Man United",3,0,"H","1999-00",2000-02-12,1,0,0
"2687","Sheffield Weds","Southampton",0,1,"A","1999-00",2000-02-12,0,1,0
"2688","Watford","Leicester",1,1,"D","1999-00",2000-02-12,0,0,1
"2689","West Ham","Bradford",5,4,"H","1999-00",2000-02-12,1,0,0
"2690","Arsenal","Liverpool",0,1,"A","1999-00",2000-02-13,0,1,0
"2691","Middlesbrough","Aston Villa",0,4,"A","1999-00",2000-02-14,0,1,0
"2692","Middlesbrough","Coventry",2,0,"H","1999-00",2000-02-19,1,0,0
"2693","Leeds","Man United",0,1,"A","1999-00",2000-02-20,0,1,0
"2694","Arsenal","Southampton",3,1,"H","1999-00",2000-02-26,1,0,0
"2695","Bradford","Aston Villa",1,1,"D","1999-00",2000-02-26,0,0,1
"2696","Chelsea","Watford",2,1,"H","1999-00",2000-02-26,1,0,0
"2697","Coventry","Tottenham",0,1,"A","1999-00",2000-02-26,0,1,0
"2698","Middlesbrough","Leeds",0,0,"D","1999-00",2000-02-26,0,0,1
"2699","Sheffield Weds","Newcastle",0,2,"A","1999-00",2000-02-26,0,1,0
"2700","Sunderland","Derby",1,1,"D","1999-00",2000-02-26,0,0,1
"2701","West Ham","Everton",0,4,"A","1999-00",2000-02-26,0,1,0
"2702","Wimbledon","Man United",2,2,"D","1999-00",2000-02-26,0,0,1
"2703","Derby","Wimbledon",4,0,"H","1999-00",2000-03-04,1,0,0
"2704","Everton","Sheffield Weds",1,1,"D","1999-00",2000-03-04,0,0,1
"2705","Man United","Liverpool",1,1,"D","1999-00",2000-03-04,0,0,1
"2706","Newcastle","Chelsea",0,1,"A","1999-00",2000-03-04,0,1,0
"2707","Southampton","Middlesbrough",1,1,"D","1999-00",2000-03-04,0,0,1
"2708","Tottenham","Bradford",1,1,"D","1999-00",2000-03-04,0,0,1
"2709","Watford","West Ham",1,2,"A","1999-00",2000-03-04,0,1,0
"2710","Aston Villa","Arsenal",1,1,"D","1999-00",2000-03-05,0,0,1
"2711","Leeds","Coventry",3,0,"H","1999-00",2000-03-05,1,0,0
"2712","Leicester","Sunderland",5,2,"H","1999-00",2000-03-05,1,0,0
"2713","West Ham","Southampton",2,0,"H","1999-00",2000-03-08,1,0,0
"2714","Aston Villa","Coventry",1,0,"H","1999-00",2000-03-11,1,0,0
"2715","Chelsea","Everton",1,1,"D","1999-00",2000-03-11,0,0,1
"2716","Liverpool","Sunderland",1,1,"D","1999-00",2000-03-11,0,0,1
"2717","Man United","Derby",3,1,"H","1999-00",2000-03-11,1,0,0
"2718","Newcastle","Watford",1,0,"H","1999-00",2000-03-11,1,0,0
"2719","Sheffield Weds","West Ham",3,1,"H","1999-00",2000-03-11,1,0,0
"2720","Tottenham","Southampton",7,2,"H","1999-00",2000-03-11,1,0,0
"2721","Wimbledon","Leicester",2,1,"H","1999-00",2000-03-11,1,0,0
"2722","Bradford","Leeds",1,2,"A","1999-00",2000-03-12,0,1,0
"2723","Middlesbrough","Arsenal",2,1,"H","1999-00",2000-03-12,1,0,0
"2724","Coventry","Everton",1,0,"H","1999-00",2000-03-15,1,0,0
"2725","Liverpool","Aston Villa",0,0,"D","1999-00",2000-03-15,0,0,1
"2726","Coventry","Bradford",4,0,"H","1999-00",2000-03-18,1,0,0
"2727","Derby","Liverpool",0,2,"A","1999-00",2000-03-18,0,1,0
"2728","Leicester","Man United",0,2,"A","1999-00",2000-03-18,0,1,0
"2729","Southampton","Aston Villa",2,0,"H","1999-00",2000-03-18,1,0,0
"2730","Sunderland","Middlesbrough",1,1,"D","1999-00",2000-03-18,0,0,1
"2731","Watford","Sheffield Weds",1,0,"H","1999-00",2000-03-18,1,0,0
"2732","West Ham","Chelsea",0,0,"D","1999-00",2000-03-18,0,0,1
"2733","Arsenal","Tottenham",2,1,"H","1999-00",2000-03-19,1,0,0
"2734","Everton","Newcastle",0,2,"A","1999-00",2000-03-19,0,1,0
"2735","Leeds","Wimbledon",4,1,"H","1999-00",2000-03-19,1,0,0
"2736","Aston Villa","Derby",2,0,"H","1999-00",2000-03-25,1,0,0
"2737","Bradford","Man United",0,4,"A","1999-00",2000-03-25,0,1,0
"2738","Chelsea","Southampton",1,1,"D","1999-00",2000-03-25,0,0,1
"2739","Liverpool","Newcastle",2,1,"H","1999-00",2000-03-25,1,0,0
"2740","Middlesbrough","Sheffield Weds",1,0,"H","1999-00",2000-03-25,1,0,0
"2741","Sunderland","Everton",2,1,"H","1999-00",2000-03-25,1,0,0
"2742","Watford","Tottenham",1,1,"D","1999-00",2000-03-25,0,0,1
"2743","Arsenal","Coventry",3,0,"H","1999-00",2000-03-26,1,0,0
"2744","Leicester","Leeds",2,1,"H","1999-00",2000-03-26,1,0,0
"2745","West Ham","Wimbledon",2,1,"H","1999-00",2000-03-26,1,0,0
"2746","Coventry","Liverpool",0,3,"A","1999-00",2000-04-01,0,1,0
"2747","Everton","Watford",4,2,"H","1999-00",2000-04-01,1,0,0
"2748","Leeds","Chelsea",0,1,"A","1999-00",2000-04-01,0,1,0
"2749","Man United","West Ham",7,1,"H","1999-00",2000-04-01,1,0,0
"2750","Newcastle","Bradford",2,0,"H","1999-00",2000-04-01,1,0,0
"2751","Southampton","Sunderland",1,2,"A","1999-00",2000-04-01,0,1,0
"2752","Wimbledon","Arsenal",1,3,"A","1999-00",2000-04-01,0,1,0
"2753","Derby","Leicester",3,0,"H","1999-00",2000-04-02,1,0,0
"2754","Tottenham","Middlesbrough",2,3,"A","1999-00",2000-04-03,0,1,0
"2755","Sheffield Weds","Aston Villa",0,1,"A","1999-00",2000-04-05,0,1,0
"2756","Bradford","Southampton",1,2,"A","1999-00",2000-04-08,0,1,0
"2757","Leicester","Everton",1,1,"D","1999-00",2000-04-08,0,0,1
"2758","Sunderland","Wimbledon",2,1,"H","1999-00",2000-04-08,1,0,0
"2759","Watford","Derby",0,0,"D","1999-00",2000-04-08,0,0,1
"2760","Aston Villa","Leeds",1,0,"H","1999-00",2000-04-09,1,0,0
"2761","Liverpool","Tottenham",2,0,"H","1999-00",2000-04-09,1,0,0
"2762","Middlesbrough","Man United",3,4,"A","1999-00",2000-04-10,0,1,0
"2763","Chelsea","Coventry",2,1,"H","1999-00",2000-04-12,1,0,0
"2764","West Ham","Newcastle",2,1,"H","1999-00",2000-04-12,1,0,0
"2765","Wimbledon","Sheffield Weds",0,2,"A","1999-00",2000-04-12,0,1,0
"2766","Coventry","Middlesbrough",2,1,"H","1999-00",2000-04-15,1,0,0
"2767","Derby","West Ham",1,2,"A","1999-00",2000-04-15,0,1,0
"2768","Everton","Bradford",4,0,"H","1999-00",2000-04-15,1,0,0
"2769","Man United","Sunderland",4,0,"H","1999-00",2000-04-15,1,0,0
"2770","Newcastle","Leicester",0,2,"A","1999-00",2000-04-15,0,1,0
"2771","Sheffield Weds","Chelsea",1,0,"H","1999-00",2000-04-15,1,0,0
"2772","Southampton","Watford",2,0,"H","1999-00",2000-04-15,1,0,0
"2773","Tottenham","Aston Villa",2,4,"A","1999-00",2000-04-15,0,1,0
"2774","Leeds","Arsenal",0,4,"A","1999-00",2000-04-16,0,1,0
"2775","Wimbledon","Liverpool",1,2,"A","1999-00",2000-04-16,0,1,0
"2776","Leicester","Tottenham",0,1,"A","1999-00",2000-04-19,0,1,0
"2777","Bradford","Derby",4,4,"D","1999-00",2000-04-21,0,0,1
"2778","Everton","Liverpool",0,0,"D","1999-00",2000-04-21,0,0,1
"2779","Aston Villa","Leicester",2,2,"D","1999-00",2000-04-22,0,0,1
"2780","Chelsea","Middlesbrough",1,1,"D","1999-00",2000-04-22,0,0,1
"2781","Sheffield Weds","Sunderland",0,2,"A","1999-00",2000-04-22,0,1,0
"2782","Southampton","Man United",1,3,"A","1999-00",2000-04-22,0,1,0
"2783","Tottenham","Wimbledon",2,0,"H","1999-00",2000-04-22,1,0,0
"2784","West Ham","Coventry",5,0,"H","1999-00",2000-04-22,1,0,0
"2785","Newcastle","Leeds",2,2,"D","1999-00",2000-04-23,0,0,1
"2786","Watford","Arsenal",2,3,"A","1999-00",2000-04-23,0,1,0
"2787","Derby","Southampton",2,0,"H","1999-00",2000-04-24,1,0,0
"2788","Man United","Chelsea",3,2,"H","1999-00",2000-04-24,1,0,0
"2789","Sunderland","Bradford",0,1,"A","1999-00",2000-04-24,0,1,0
"2790","Aston Villa","Sunderland",1,1,"D","1999-00",2000-04-29,0,0,1
"2791","Chelsea","Liverpool",2,0,"H","1999-00",2000-04-29,1,0,0
"2792","Everton","Arsenal",0,1,"A","1999-00",2000-04-29,0,1,0
"2793","Newcastle","Coventry",2,0,"H","1999-00",2000-04-29,1,0,0
"2794","Southampton","Leicester",1,2,"A","1999-00",2000-04-29,0,1,0
"2795","Tottenham","Derby",1,1,"D","1999-00",2000-04-29,0,0,1
"2796","Watford","Man United",2,3,"A","1999-00",2000-04-29,0,1,0
"2797","West Ham","Middlesbrough",0,1,"A","1999-00",2000-04-29,0,1,0
"2798","Bradford","Wimbledon",3,0,"H","1999-00",2000-04-30,1,0,0
"2799","Sheffield Weds","Leeds",0,3,"A","1999-00",2000-04-30,0,1,0
"2800","Arsenal","West Ham",2,1,"H","1999-00",2000-05-02,1,0,0
"2801","Middlesbrough","Newcastle",2,2,"D","1999-00",2000-05-02,0,0,1
"2802","Leeds","Watford",3,1,"H","1999-00",2000-05-03,1,0,0
"2803","Liverpool","Leicester",0,2,"A","1999-00",2000-05-03,0,1,0
"2804","Arsenal","Chelsea",2,1,"H","1999-00",2000-05-06,1,0,0
"2805","Coventry","Sheffield Weds",4,1,"H","1999-00",2000-05-06,1,0,0
"2806","Derby","Newcastle",0,0,"D","1999-00",2000-05-06,0,0,1
"2807","Leicester","Bradford",3,0,"H","1999-00",2000-05-06,1,0,0
"2808","Man United","Tottenham",3,1,"H","1999-00",2000-05-06,1,0,0
"2809","Middlesbrough","Watford",1,1,"D","1999-00",2000-05-06,0,0,1
"2810","Sunderland","West Ham",1,0,"H","1999-00",2000-05-06,1,0,0
"2811","Wimbledon","Aston Villa",2,2,"D","1999-00",2000-05-06,0,0,1
"2812","Liverpool","Southampton",0,0,"D","1999-00",2000-05-07,0,0,1
"2813","Leeds","Everton",1,1,"D","1999-00",2000-05-08,0,0,1
"2814","Arsenal","Sheffield Weds",3,3,"D","1999-00",2000-05-09,0,0,1
"2815","Aston Villa","Man United",0,1,"A","1999-00",2000-05-14,0,1,0
"2816","Bradford","Liverpool",1,0,"H","1999-00",2000-05-14,1,0,0
"2817","Chelsea","Derby",4,0,"H","1999-00",2000-05-14,1,0,0
"2818","Everton","Middlesbrough",0,2,"A","1999-00",2000-05-14,0,1,0
"2819","Newcastle","Arsenal",4,2,"H","1999-00",2000-05-14,1,0,0
"2820","Sheffield Weds","Leicester",4,0,"H","1999-00",2000-05-14,1,0,0
"2821","Southampton","Wimbledon",2,0,"H","1999-00",2000-05-14,1,0,0
"2822","Tottenham","Sunderland",3,1,"H","1999-00",2000-05-14,1,0,0
"2823","Watford","Coventry",1,0,"H","1999-00",2000-05-14,1,0,0
"2824","West Ham","Leeds",0,0,"D","1999-00",2000-05-14,0,0,1
"2825","Charlton","Man City",4,0,"H","2000-01",2000-08-19,1,0,0
"2826","Chelsea","West Ham",4,2,"H","2000-01",2000-08-19,1,0,0
"2827","Coventry","Middlesbrough",1,3,"A","2000-01",2000-08-19,0,1,0
"2828","Derby","Southampton",2,2,"D","2000-01",2000-08-19,0,0,1
"2829","Leeds","Everton",2,0,"H","2000-01",2000-08-19,1,0,0
"2830","Leicester","Aston Villa",0,0,"D","2000-01",2000-08-19,0,0,1
"2831","Liverpool","Bradford",1,0,"H","2000-01",2000-08-19,1,0,0
"2832","Sunderland","Arsenal",1,0,"H","2000-01",2000-08-19,1,0,0
"2833","Tottenham","Ipswich",3,1,"H","2000-01",2000-08-19,1,0,0
"2834","Man United","Newcastle",2,0,"H","2000-01",2000-08-20,1,0,0
"2835","Arsenal","Liverpool",2,0,"H","2000-01",2000-08-21,1,0,0
"2836","Bradford","Chelsea",2,0,"H","2000-01",2000-08-22,1,0,0
"2837","Ipswich","Man United",1,1,"D","2000-01",2000-08-22,0,0,1
"2838","Middlesbrough","Tottenham",1,1,"D","2000-01",2000-08-22,0,0,1
"2839","Everton","Charlton",3,0,"H","2000-01",2000-08-23,1,0,0
"2840","Man City","Sunderland",4,2,"H","2000-01",2000-08-23,1,0,0
"2841","Newcastle","Derby",3,2,"H","2000-01",2000-08-23,1,0,0
"2842","Southampton","Coventry",1,2,"A","2000-01",2000-08-23,0,1,0
"2843","West Ham","Leicester",0,1,"A","2000-01",2000-08-23,0,1,0
"2844","Arsenal","Charlton",5,3,"H","2000-01",2000-08-26,1,0,0
"2845","Bradford","Leicester",0,0,"D","2000-01",2000-08-26,0,0,1
"2846","Everton","Derby",2,2,"D","2000-01",2000-08-26,0,0,1
"2847","Ipswich","Sunderland",1,0,"H","2000-01",2000-08-26,1,0,0
"2848","Man City","Coventry",1,2,"A","2000-01",2000-08-26,0,1,0
"2849","Middlesbrough","Leeds",1,2,"A","2000-01",2000-08-26,0,1,0
"2850","Newcastle","Tottenham",2,0,"H","2000-01",2000-08-26,1,0,0
"2851","Southampton","Liverpool",3,3,"D","2000-01",2000-08-26,0,0,1
"2852","West Ham","Man United",2,2,"D","2000-01",2000-08-26,0,0,1
"2853","Aston Villa","Chelsea",1,1,"D","2000-01",2000-08-27,0,0,1
"2854","Leeds","Man City",1,2,"A","2000-01",2000-09-05,0,1,0
"2855","Man United","Bradford",6,0,"H","2000-01",2000-09-05,1,0,0
"2856","Sunderland","West Ham",1,1,"D","2000-01",2000-09-05,0,0,1
"2857","Tottenham","Everton",3,2,"H","2000-01",2000-09-05,1,0,0
"2858","Charlton","Southampton",1,1,"D","2000-01",2000-09-06,0,0,1
"2859","Chelsea","Arsenal",2,2,"D","2000-01",2000-09-06,0,0,1
"2860","Coventry","Newcastle",0,2,"A","2000-01",2000-09-06,0,1,0
"2861","Derby","Middlesbrough",3,3,"D","2000-01",2000-09-06,0,0,1
"2862","Leicester","Ipswich",2,1,"H","2000-01",2000-09-06,1,0,0
"2863","Liverpool","Aston Villa",3,1,"H","2000-01",2000-09-06,1,0,0
"2864","Bradford","Arsenal",1,1,"D","2000-01",2000-09-09,0,0,1
"2865","Coventry","Leeds",0,0,"D","2000-01",2000-09-09,0,0,1
"2866","Ipswich","Aston Villa",1,2,"A","2000-01",2000-09-09,0,1,0
"2867","Leicester","Southampton",1,0,"H","2000-01",2000-09-09,1,0,0
"2868","Liverpool","Man City",3,2,"H","2000-01",2000-09-09,1,0,0
"2869","Man United","Sunderland",3,0,"H","2000-01",2000-09-09,1,0,0
"2870","Middlesbrough","Everton",1,2,"A","2000-01",2000-09-09,0,1,0
"2871","Newcastle","Chelsea",0,0,"D","2000-01",2000-09-09,0,0,1
"2872","Derby","Charlton",2,2,"D","2000-01",2000-09-10,0,0,1
"2873","Tottenham","West Ham",1,0,"H","2000-01",2000-09-11,1,0,0
"2874","Arsenal","Coventry",2,1,"H","2000-01",2000-09-16,1,0,0
"2875","Aston Villa","Bradford",2,0,"H","2000-01",2000-09-16,1,0,0
"2876","Charlton","Tottenham",1,0,"H","2000-01",2000-09-16,1,0,0
"2877","Everton","Man United",1,3,"A","2000-01",2000-09-16,0,1,0
"2878","Leeds","Ipswich",1,2,"A","2000-01",2000-09-16,0,1,0
"2879","Southampton","Newcastle",2,0,"H","2000-01",2000-09-16,1,0,0
"2880","Sunderland","Derby",2,1,"H","2000-01",2000-09-16,1,0,0
"2881","Chelsea","Leicester",0,2,"A","2000-01",2000-09-17,0,1,0
"2882","Man City","Middlesbrough",1,1,"D","2000-01",2000-09-17,0,0,1
"2883","West Ham","Liverpool",1,1,"D","2000-01",2000-09-17,0,0,1
"2884","Bradford","Southampton",0,1,"A","2000-01",2000-09-23,0,1,0
"2885","Coventry","West Ham",0,3,"A","2000-01",2000-09-23,0,1,0
"2886","Derby","Leeds",1,1,"D","2000-01",2000-09-23,0,0,1
"2887","Ipswich","Arsenal",1,1,"D","2000-01",2000-09-23,0,0,1
"2888","Liverpool","Sunderland",1,1,"D","2000-01",2000-09-23,0,0,1
"2889","Man United","Chelsea",3,3,"D","2000-01",2000-09-23,0,0,1
"2890","Middlesbrough","Aston Villa",1,1,"D","2000-01",2000-09-23,0,0,1
"2891","Newcastle","Charlton",0,1,"A","2000-01",2000-09-23,0,1,0
"2892","Tottenham","Man City",0,0,"D","2000-01",2000-09-23,0,0,1
"2893","Leicester","Everton",1,1,"D","2000-01",2000-09-24,0,0,1
"2894","Aston Villa","Derby",4,1,"H","2000-01",2000-09-30,1,0,0
"2895","Charlton","Coventry",2,2,"D","2000-01",2000-09-30,0,0,1
"2896","Everton","Ipswich",0,3,"A","2000-01",2000-09-30,0,1,0
"2897","Leeds","Tottenham",4,3,"H","2000-01",2000-09-30,1,0,0
"2898","Man City","Newcastle",0,1,"A","2000-01",2000-09-30,0,1,0
"2899","Southampton","Middlesbrough",1,3,"A","2000-01",2000-09-30,0,1,0
"2900","West Ham","Bradford",1,1,"D","2000-01",2000-09-30,0,0,1
"2901","Arsenal","Man United",1,0,"H","2000-01",2000-10-01,1,0,0
"2902","Chelsea","Liverpool",3,0,"H","2000-01",2000-10-01,1,0,0
"2903","Sunderland","Leicester",0,0,"D","2000-01",2000-10-01,0,0,1
"2904","Arsenal","Aston Villa",1,0,"H","2000-01",2000-10-14,1,0,0
"2905","Coventry","Tottenham",2,1,"H","2000-01",2000-10-14,1,0,0
"2906","Everton","Southampton",1,1,"D","2000-01",2000-10-14,0,0,1
"2907","Ipswich","West Ham",1,1,"D","2000-01",2000-10-14,0,0,1
"2908","Leeds","Charlton",3,1,"H","2000-01",2000-10-14,1,0,0
"2909","Leicester","Man United",0,3,"A","2000-01",2000-10-14,0,1,0
"2910","Man City","Bradford",2,0,"H","2000-01",2000-10-14,1,0,0
"2911","Sunderland","Chelsea",1,0,"H","2000-01",2000-10-14,1,0,0
"2912","Derby","Liverpool",0,4,"A","2000-01",2000-10-15,0,1,0
"2913","Middlesbrough","Newcastle",1,3,"A","2000-01",2000-10-16,0,1,0
"2914","Bradford","Ipswich",0,2,"A","2000-01",2000-10-21,0,1,0
"2915","Charlton","Middlesbrough",1,0,"H","2000-01",2000-10-21,1,0,0
"2916","Chelsea","Coventry",6,1,"H","2000-01",2000-10-21,1,0,0
"2917","Liverpool","Leicester",1,0,"H","2000-01",2000-10-21,1,0,0
"2918","Man United","Leeds",3,0,"H","2000-01",2000-10-21,1,0,0
"2919","Newcastle","Everton",0,1,"A","2000-01",2000-10-21,0,1,0
"2920","Tottenham","Derby",3,1,"H","2000-01",2000-10-21,1,0,0
"2921","West Ham","Arsenal",1,2,"A","2000-01",2000-10-21,0,1,0
"2922","Aston Villa","Sunderland",0,0,"D","2000-01",2000-10-22,0,0,1
"2923","Southampton","Man City",0,2,"A","2000-01",2000-10-23,0,1,0
"2924","Arsenal","Man City",5,0,"H","2000-01",2000-10-28,1,0,0
"2925","Aston Villa","Charlton",2,1,"H","2000-01",2000-10-28,1,0,0
"2926","Chelsea","Tottenham",3,0,"H","2000-01",2000-10-28,1,0,0
"2927","Ipswich","Middlesbrough",2,1,"H","2000-01",2000-10-28,1,0,0
"2928","Leicester","Derby",2,1,"H","2000-01",2000-10-28,1,0,0
"2929","Man United","Southampton",5,0,"H","2000-01",2000-10-28,1,0,0
"2930","Sunderland","Coventry",1,0,"H","2000-01",2000-10-28,1,0,0
"2931","West Ham","Newcastle",1,0,"H","2000-01",2000-10-28,1,0,0
"2932","Bradford","Leeds",1,1,"D","2000-01",2000-10-29,0,0,1
"2933","Liverpool","Everton",3,1,"H","2000-01",2000-10-29,1,0,0
"2934","Charlton","Bradford",2,0,"H","2000-01",2000-11-04,1,0,0
"2935","Coventry","Man United",1,2,"A","2000-01",2000-11-04,0,1,0
"2936","Leeds","Liverpool",4,3,"H","2000-01",2000-11-04,1,0,0
"2937","Man City","Leicester",0,1,"A","2000-01",2000-11-04,0,1,0
"2938","Middlesbrough","Arsenal",0,1,"A","2000-01",2000-11-04,0,1,0
"2939","Newcastle","Ipswich",2,1,"H","2000-01",2000-11-04,1,0,0
"2940","Southampton","Chelsea",3,2,"H","2000-01",2000-11-04,1,0,0
"2941","Tottenham","Sunderland",2,1,"H","2000-01",2000-11-04,1,0,0
"2942","Everton","Aston Villa",0,1,"A","2000-01",2000-11-05,0,1,0
"2943","Derby","West Ham",0,0,"D","2000-01",2000-11-06,0,0,1
"2944","Arsenal","Derby",0,0,"D","2000-01",2000-11-11,0,0,1
"2945","Aston Villa","Tottenham",2,0,"H","2000-01",2000-11-11,1,0,0
"2946","Bradford","Everton",0,1,"A","2000-01",2000-11-11,0,1,0
"2947","Ipswich","Charlton",2,0,"H","2000-01",2000-11-11,1,0,0
"2948","Leicester","Newcastle",1,1,"D","2000-01",2000-11-11,0,0,1
"2949","Man United","Middlesbrough",2,1,"H","2000-01",2000-11-11,1,0,0
"2950","Sunderland","Southampton",2,2,"D","2000-01",2000-11-11,0,0,1
"2951","West Ham","Man City",4,1,"H","2000-01",2000-11-11,1,0,0
"2952","Chelsea","Leeds",1,1,"D","2000-01",2000-11-12,0,0,1
"2953","Liverpool","Coventry",4,1,"H","2000-01",2000-11-12,1,0,0
"2954","Charlton","Chelsea",2,0,"H","2000-01",2000-11-18,1,0,0
"2955","Derby","Bradford",2,0,"H","2000-01",2000-11-18,1,0,0
"2956","Everton","Arsenal",2,0,"H","2000-01",2000-11-18,1,0,0
"2957","Leeds","West Ham",0,1,"A","2000-01",2000-11-18,0,1,0
"2958","Man City","Man United",0,1,"A","2000-01",2000-11-18,0,1,0
"2959","Middlesbrough","Leicester",0,3,"A","2000-01",2000-11-18,0,1,0
"2960","Newcastle","Sunderland",1,2,"A","2000-01",2000-11-18,0,1,0
"2961","Southampton","Aston Villa",2,0,"H","2000-01",2000-11-18,1,0,0
"2962","Tottenham","Liverpool",2,1,"H","2000-01",2000-11-19,1,0,0
"2963","Coventry","Ipswich",0,1,"A","2000-01",2000-11-20,0,1,0
"2964","Charlton","Sunderland",0,1,"A","2000-01",2000-11-25,0,1,0
"2965","Coventry","Aston Villa",1,1,"D","2000-01",2000-11-25,0,0,1
"2966","Derby","Man United",0,3,"A","2000-01",2000-11-25,0,1,0
"2967","Everton","Chelsea",2,1,"H","2000-01",2000-11-25,1,0,0
"2968","Man City","Ipswich",2,3,"A","2000-01",2000-11-25,0,1,0
"2969","Middlesbrough","Bradford",2,2,"D","2000-01",2000-11-25,0,0,1
